0.545468 6.09569
0.695645 6.13668
0.561603 6.07916
0.517349 6.12581
0.503182 6.15833
0.67376 6.09925
0.578588 6.2023
0.634463 6.20821
0.569195 6.27886
0.552517 6.22523
0.550979 6.25539
0.534811 6.23723
0.687526 6.13465
0.57693 6.10724
0.538671 6.03014
0.596527 6.18411
0.69025 6.10463
0.555303 6.13395
0.691583 6.05387
0.528543 6.02505
0.609447 6.09306
0.556544 6.2763
0.586668 6.12563
0.697245 6.23807
0.568661 6.0901
0.600791 6.18698
0.631394 6.07774
0.58104 6.20018
0.5879 6.23452
0.636926 6.221
0.597885 6.2862
0.530748 6.19474
0.611483 6.26056
0.528726 6.13437
0.631847 6.19851
0.667713 6.15977
0.507929 6.02868
0.659779 6.12072
0.63649 6.15058
0.579436 6.23575
0.690267 6.07739
0.603976 6.26043
0.591872 6.033
0.6598 6.14938
0.539435 6.26282
0.553635 6.07108
0.574519 6.11577
0.546618 6.05273
0.579701 6.25249
0.657346 6.19223
0.599203 6.14192
0.594847 6.28307
0.64756 6.01247
0.651556 6.15402
0.535685 6.1176
0.687919 6.06388
0.662659 6.12109
0.617344 6.0558
0.662465 6.17425
0.589387 6.23942
0.608854 6.12552
0.503831 6.20513
0.59762 6.06617
0.610109 6.15678
0.59751 6.07891
0.605457 6.29534
0.624685 6.18887
0.681995 6.28876
0.61702 6.04947
0.578319 6.28337
0.568678 6.21152
0.592577 6.11604
0.605687 6.24651
0.627695 6.25887
0.627325 6.29979
0.603556 6.09828
0.519755 6.17003
0.543042 6.00354
0.559843 6.01169
0.695243 6.16544
0.514343 6.10202
0.54858 6.03221
0.654066 6.10518
0.537529 6.2738
0.67223 6.11967
0.609267 6.13511
0.63872 6.06415
0.56476 6.22197
0.536514 6.20881
0.605347 6.05955
0.630093 6.15293
0.637807 6.17203
0.654024 6.11791
0.691718 6.29342
0.541376 6.1428
0.658033 6.03838
0.665399 6.07123
0.688113 6.2462
0.510352 6.00056
0.535394 6.16153
